[2017/03/12 13:30:18] §f[§6I§f]§7fybit11§f[§6VIP§b3§f]§r executed /fb reload at Location{world=CraftWorld{name=world},x=344.30000001192093,y=82.0,z=-268.546243887101,pitch=20.24984,yaw=99.6131}
[2017/03/12 15:52:55] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:55] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:55] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:55] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:56] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:56] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:56] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:56] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:56] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:57] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:57] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:57] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:58] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:58] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:58] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:58] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:59] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:52:59] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:53:00] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=333.8512701228876,y=85.0,z=-320.1800291830948,pitch=5.549678,yaw=62.907227}
[2017/03/12 15:53:04] §6[§aMember§6] §fwolf§r executed /cshop at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:06] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:06] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:06] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:06] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:07] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:07] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:07] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:07] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:08] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:08] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:08] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:08] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:09] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:09] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:09] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:10] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:10] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:10] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:10] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:10] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:11] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:11] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:11] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:12] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:12] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:12] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:13] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:13] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:13] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
[2017/03/12 15:53:13] §6[§aMember§6] §fwolf§r executed /give wolf 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=332.59696583310716,y=85.0,z=-320.1338763774438,pitch=11.549677,yaw=40.854492}
